split,image_file,object_index,brisque_score,class,bbox
train,1567fb9a6_jpg.rf.27bc0f5c6cb1219a80335d8db9557948.jpg,0,35.80828901342349,0,"{'class': 0, 'x_min': 0, 'y_min': 644, 'x_max': 14, 'y_max': 740}"
train,1567fb9a6_jpg.rf.cc0e03b951e576ef082724a7dad89739.jpg,0,29.966262110737006,0,"{'class': 0, 'x_min': 0, 'y_min': 28, 'x_max': 15, 'y_max': 128}"
train,17d66aeb9_jpg.rf.b20c24f243b48c1a983dd6d4275b89dc.jpg,0,59.396550047672434,0,"{'class': 0, 'x_min': 187, 'y_min': 303, 'x_max': 206, 'y_max': 321}"
train,1d6146cd1_jpg.rf.d5eb954680fa09fbced0836444ab4edf.jpg,0,30.945914189950344,0,"{'class': 0, 'x_min': 643, 'y_min': 718, 'x_max': 729, 'y_max': 767}"
train,1d7051dd9_jpg.rf.a850ae275a98677c3292d25a31af661b.jpg,0,11.611030978336856,0,"{'class': 0, 'x_min': 138, 'y_min': 58, 'x_max': 182, 'y_max': 76}"
train,1d7051dd9_jpg.rf.a850ae275a98677c3292d25a31af661b.jpg,1,5.8291378841083485,0,"{'class': 0, 'x_min': 138, 'y_min': 47, 'x_max': 180, 'y_max': 66}"
train,1__20180713_180403_1035__-118-22702644842151_33-72912052325497_png_jpg.rf.e2adc5f6c76014a1e9d1ec0bea261144.jpg,0,44.872662956644234,0,"{'class': 0, 'x_min': 8, 'y_min': 22, 'x_max': 71, 'y_max': 60}"
train,20181030_023205_1018_3B_Visual_12_png_jpg.rf.1f9edd76cad472455356a9dde90fc61e.jpg,0,155.845,0,"{'class': 0, 'x_min': 324, 'y_min': 250, 'x_max': 359, 'y_max': 276}"
train,20181030_023205_1018_3B_Visual_12_png_jpg.rf.1f9edd76cad472455356a9dde90fc61e.jpg,1,46.25946120208093,0,"{'class': 0, 'x_min': 150, 'y_min': 227, 'x_max': 193, 'y_max': 274}"
train,20181030_023205_1018_3B_Visual_12_png_jpg.rf.1f9edd76cad472455356a9dde90fc61e.jpg,2,155.845,0,"{'class': 0, 'x_min': 416, 'y_min': 0, 'x_max': 426, 'y_max': 10}"
train,20181030_023205_1018_3B_Visual_13_png_jpg.rf.0b2a99bb0ceb88c5a0c2536efe579651.jpg,0,49.90989960248655,0,"{'class': 0, 'x_min': 206, 'y_min': 242, 'x_max': 305, 'y_max': 274}"
train,20181030_023205_1018_3B_Visual_13_png_jpg.rf.0b2a99bb0ceb88c5a0c2536efe579651.jpg,1,155.845,0,"{'class': 0, 'x_min': 249, 'y_min': 320, 'x_max': 281, 'y_max': 329}"
train,20181030_023205_1018_3B_Visual_13_png_jpg.rf.0b2a99bb0ceb88c5a0c2536efe579651.jpg,2,155.845,0,"{'class': 0, 'x_min': 244, 'y_min': 373, 'x_max': 264, 'y_max': 386}"
train,20181030_023205_1018_3B_Visual_13_png_jpg.rf.0b2a99bb0ceb88c5a0c2536efe579651.jpg,3,48.48205969809234,0,"{'class': 0, 'x_min': 0, 'y_min': 158, 'x_max': 33, 'y_max': 179}"
train,20181030_023205_1018_3B_Visual_14_png_jpg.rf.8e4d1566c607ea9b560ddf0eb2bc882a.jpg,0,47.52727317603396,0,"{'class': 0, 'x_min': 227, 'y_min': 309, 'x_max': 256, 'y_max': 347}"
train,20181030_023205_1018_3B_Visual_14_png_jpg.rf.8e4d1566c607ea9b560ddf0eb2bc882a.jpg,1,155.845,0,"{'class': 0, 'x_min': 259, 'y_min': 161, 'x_max': 281, 'y_max': 198}"
train,20181030_023205_1018_3B_Visual_14_png_jpg.rf.a5e6603bc1a24346367cd1e698a68c2b.jpg,0,45.593451804989144,0,"{'class': 0, 'x_min': 224, 'y_min': 308, 'x_max': 251, 'y_max': 346}"
train,20181030_023205_1018_3B_Visual_14_png_jpg.rf.a5e6603bc1a24346367cd1e698a68c2b.jpg,1,155.845,0,"{'class': 0, 'x_min': 265, 'y_min': 163, 'x_max': 284, 'y_max': 199}"
train,20181030_023205_1018_3B_Visual_1_png_jpg.rf.ee6c5150910d40e89a1b4d61360a888a.jpg,0,34.330640321589016,0,"{'class': 0, 'x_min': 202, 'y_min': 230, 'x_max': 310, 'y_max': 283}"
train,20181030_023205_1018_3B_Visual_3_png_jpg.rf.5b6d198267b899df92093081d39394d5.jpg,0,42.301927350770455,0,"{'class': 0, 'x_min': 182, 'y_min': 372, 'x_max': 254, 'y_max': 463}"
train,20181030_023205_1018_3B_Visual_3_png_jpg.rf.5b6d198267b899df92093081d39394d5.jpg,1,44.788740877936306,0,"{'class': 0, 'x_min': 204, 'y_min': 46, 'x_max': 227, 'y_max': 107}"
train,20181030_023205_1018_3B_Visual_3_png_jpg.rf.5b6d198267b899df92093081d39394d5.jpg,2,155.845,0,"{'class': 0, 'x_min': 294, 'y_min': 224, 'x_max': 302, 'y_max': 252}"
train,20181030_023205_1018_3B_Visual_3_png_jpg.rf.5b6d198267b899df92093081d39394d5.jpg,3,54.86108526767586,0,"{'class': 0, 'x_min': 296, 'y_min': 278, 'x_max': 355, 'y_max': 323}"
train,20181030_023205_1018_3B_Visual_5_png_jpg.rf.cdfd05dfc87bc0489010bc217ef9f2c7.jpg,0,44.672723963869174,0,"{'class': 0, 'x_min': 259, 'y_min': 286, 'x_max': 342, 'y_max': 312}"
train,20181030_023205_1018_3B_Visual_5_png_jpg.rf.cdfd05dfc87bc0489010bc217ef9f2c7.jpg,1,46.548340957539125,0,"{'class': 0, 'x_min': 171, 'y_min': 203, 'x_max': 248, 'y_max': 224}"
train,20181030_023205_1018_3B_Visual_5_png_jpg.rf.ec60a8cb444d29673b54ccdb90cd542e.jpg,0,35.99718709693522,0,"{'class': 0, 'x_min': 257, 'y_min': 199, 'x_max': 342, 'y_max': 225}"
train,20181030_023205_1018_3B_Visual_5_png_jpg.rf.ec60a8cb444d29673b54ccdb90cd542e.jpg,1,41.36162054312146,0,"{'class': 0, 'x_min': 171, 'y_min': 288, 'x_max': 248, 'y_max': 309}"
train,20181106_023105_1038_3B_Visual_10_png_jpg.rf.f128ade90b83d20e10ae3898a04f693d.jpg,0,45.248424480449756,0,"{'class': 0, 'x_min': 265, 'y_min': 217, 'x_max': 281, 'y_max': 280}"
train,20181106_023105_1038_3B_Visual_10_png_jpg.rf.f128ade90b83d20e10ae3898a04f693d.jpg,1,155.845,0,"{'class': 0, 'x_min': 108, 'y_min': 258, 'x_max': 118, 'y_max': 275}"
train,20181106_023105_1038_3B_Visual_10_png_jpg.rf.f128ade90b83d20e10ae3898a04f693d.jpg,2,155.845,0,"{'class': 0, 'x_min': 232, 'y_min': 240, 'x_max': 242, 'y_max': 289}"
train,20181106_023105_1038_3B_Visual_10_png_jpg.rf.f128ade90b83d20e10ae3898a04f693d.jpg,3,101.43113225283966,0,"{'class': 0, 'x_min': 413, 'y_min': 210, 'x_max': 423, 'y_max': 226}"
train,20181106_023105_1038_3B_Visual_10_png_jpg.rf.f128ade90b83d20e10ae3898a04f693d.jpg,4,86.26153554056484,0,"{'class': 0, 'x_min': 412, 'y_min': 230, 'x_max': 424, 'y_max': 249}"
train,20181106_023105_1038_3B_Visual_10_png_jpg.rf.f128ade90b83d20e10ae3898a04f693d.jpg,5,155.845,0,"{'class': 0, 'x_min': 189, 'y_min': 180, 'x_max': 200, 'y_max': 191}"
train,20181106_023105_1038_3B_Visual_10_png_jpg.rf.f128ade90b83d20e10ae3898a04f693d.jpg,6,155.845,0,"{'class': 0, 'x_min': 197, 'y_min': 186, 'x_max': 208, 'y_max': 197}"
train,20181106_023105_1038_3B_Visual_12_png_jpg.rf.4d99c57ddeddf05f86d50e44dbc45320.jpg,0,43.30824892089842,0,"{'class': 0, 'x_min': 236, 'y_min': 230, 'x_max': 276, 'y_max': 282}"
train,20181106_023105_1038_3B_Visual_12_png_jpg.rf.4d99c57ddeddf05f86d50e44dbc45320.jpg,1,119.97519857049346,0,"{'class': 0, 'x_min': 21, 'y_min': 129, 'x_max': 52, 'y_max': 150}"
train,20181106_023105_1038_3B_Visual_12_png_jpg.rf.4d99c57ddeddf05f86d50e44dbc45320.jpg,2,155.845,0,"{'class': 0, 'x_min': 147, 'y_min': 371, 'x_max': 165, 'y_max': 401}"
train,20181106_023105_1038_3B_Visual_12_png_jpg.rf.4d99c57ddeddf05f86d50e44dbc45320.jpg,3,96.20812280495394,0,"{'class': 0, 'x_min': 9, 'y_min': 178, 'x_max': 30, 'y_max': 197}"
train,20181106_023105_1038_3B_Visual_12_png_jpg.rf.4d99c57ddeddf05f86d50e44dbc45320.jpg,4,,0,"{'class': 0, 'x_min': 460, 'y_min': 419, 'x_max': 468, 'y_max': 428}"
train,20181106_023105_1038_3B_Visual_12_png_jpg.rf.4d99c57ddeddf05f86d50e44dbc45320.jpg,5,138.26734935884983,0,"{'class': 0, 'x_min': 459, 'y_min': 342, 'x_max': 474, 'y_max': 366}"
train,20181106_023105_1038_3B_Visual_1_png_jpg.rf.155100d81761cba7364f0f9be64ab765.jpg,0,33.13280960240692,0,"{'class': 0, 'x_min': 233, 'y_min': 207, 'x_max': 281, 'y_max': 297}"
train,20181106_023105_1038_3B_Visual_1_png_jpg.rf.155100d81761cba7364f0f9be64ab765.jpg,1,155.845,0,"{'class': 0, 'x_min': 35, 'y_min': 308, 'x_max': 65, 'y_max': 321}"
train,20181106_023105_1038_3B_Visual_1_png_jpg.rf.155100d81761cba7364f0f9be64ab765.jpg,2,155.845,0,"{'class': 0, 'x_min': 494, 'y_min': 256, 'x_max': 505, 'y_max': 265}"
train,20181106_023105_1038_3B_Visual_1_png_jpg.rf.155100d81761cba7364f0f9be64ab765.jpg,3,,0,"{'class': 0, 'x_min': 483, 'y_min': 412, 'x_max': 492, 'y_max': 424}"
train,20181106_023105_1038_3B_Visual_1_png_jpg.rf.155100d81761cba7364f0f9be64ab765.jpg,4,155.845,0,"{'class': 0, 'x_min': 491, 'y_min': 140, 'x_max': 500, 'y_max': 148}"
train,20181106_023105_1038_3B_Visual_1_png_jpg.rf.e4554bcddcc3969c6df1c6376d301160.jpg,0,36.62380460707183,0,"{'class': 0, 'x_min': 209, 'y_min': 230, 'x_max': 298, 'y_max': 278}"
train,20181106_023105_1038_3B_Visual_1_png_jpg.rf.e4554bcddcc3969c6df1c6376d301160.jpg,1,155.845,0,"{'class': 0, 'x_min': 302, 'y_min': 451, 'x_max': 312, 'y_max': 480}"
train,20181106_023105_1038_3B_Visual_1_png_jpg.rf.e4554bcddcc3969c6df1c6376d301160.jpg,2,155.845,0,"{'class': 0, 'x_min': 241, 'y_min': 112, 'x_max': 260, 'y_max': 128}"
train,20181106_023105_1038_3B_Visual_1_png_jpg.rf.e4554bcddcc3969c6df1c6376d301160.jpg,3,,0,"{'class': 0, 'x_min': 425, 'y_min': 32, 'x_max': 436, 'y_max': 41}"
train,20181106_023105_1038_3B_Visual_1_png_jpg.rf.e4554bcddcc3969c6df1c6376d301160.jpg,4,,0,"{'class': 0, 'x_min': 272, 'y_min': 11, 'x_max': 279, 'y_max': 20}"
train,20181106_023105_1038_3B_Visual_1_png_jpg.rf.e4554bcddcc3969c6df1c6376d301160.jpg,5,,0,"{'class': 0, 'x_min': 155, 'y_min': 8, 'x_max': 163, 'y_max': 17}"
train,20181106_023105_1038_3B_Visual_1_png_jpg.rf.e4554bcddcc3969c6df1c6376d301160.jpg,6,155.845,0,"{'class': 0, 'x_min': 202, 'y_min': 127, 'x_max': 216, 'y_max': 140}"
train,20181106_023105_1038_3B_Visual_2_png_jpg.rf.b3c6c50c9f92e8ed67b1c8dc5e2f3c74.jpg,0,40.2265674544403,0,"{'class': 0, 'x_min': 227, 'y_min': 217, 'x_max': 284, 'y_max': 291}"
train,20181106_023105_1038_3B_Visual_3_png_jpg.rf.a7afe0ec93a542b756259908af48cb0d.jpg,0,30.184293030707266,0,"{'class': 0, 'x_min': 224, 'y_min': 225, 'x_max': 288, 'y_max': 283}"
train,20181106_023105_1038_3B_Visual_5_png_jpg.rf.c9a60837de718f596818b1ae01b4f94d.jpg,0,155.845,0,"{'class': 0, 'x_min': 227, 'y_min': 249, 'x_max': 284, 'y_max': 266}"
train,20181106_023105_1038_3B_Visual_5_png_jpg.rf.c9a60837de718f596818b1ae01b4f94d.jpg,1,155.845,0,"{'class': 0, 'x_min': 91, 'y_min': 29, 'x_max': 142, 'y_max': 48}"
train,20181106_023105_1038_3B_Visual_5_png_jpg.rf.c9a60837de718f596818b1ae01b4f94d.jpg,2,155.845,0,"{'class': 0, 'x_min': 124, 'y_min': 284, 'x_max': 140, 'y_max': 309}"
train,20181106_023105_1038_3B_Visual_7_png_jpg.rf.42c6c4a8c805643e4f4ea56af1a7c881.jpg,0,21.45417093326907,0,"{'class': 0, 'x_min': 240, 'y_min': 204, 'x_max': 270, 'y_max': 306}"
train,20181106_023105_1038_3B_Visual_7_png_jpg.rf.42c6c4a8c805643e4f4ea56af1a7c881.jpg,1,155.845,0,"{'class': 0, 'x_min': 0, 'y_min': 56, 'x_max': 18, 'y_max': 68}"
train,20181106_023105_1038_3B_Visual_7_png_jpg.rf.42c6c4a8c805643e4f4ea56af1a7c881.jpg,2,,0,"{'class': 0, 'x_min': 233, 'y_min': 436, 'x_max': 242, 'y_max': 459}"
train,20181130_022503_0f1a_3B_Visual_4_png_jpg.rf.88adb2941ace63f6b187d0cb4fbd20ec.jpg,0,48.34487089613296,0,"{'class': 0, 'x_min': 233, 'y_min': 226, 'x_max': 278, 'y_max': 287}"
train,20181130_022503_0f1a_3B_Visual_4_png_jpg.rf.88adb2941ace63f6b187d0cb4fbd20ec.jpg,1,37.6043317014871,0,"{'class': 0, 'x_min': 405, 'y_min': 461, 'x_max': 456, 'y_max': 511}"
train,20181130_022503_0f1a_3B_Visual_4_png_jpg.rf.88adb2941ace63f6b187d0cb4fbd20ec.jpg,2,114.8140577617243,0,"{'class': 0, 'x_min': 19, 'y_min': 187, 'x_max': 38, 'y_max': 203}"
train,20181130_022503_0f1a_3B_Visual_6_png_jpg.rf.a7832d4cf8b68416178d9cbf1fd676b9.jpg,0,86.02190929579157,0,"{'class': 0, 'x_min': 139, 'y_min': 256, 'x_max': 168, 'y_max': 300}"
train,20181130_022503_0f1a_3B_Visual_6_png_jpg.rf.a7832d4cf8b68416178d9cbf1fd676b9.jpg,1,20.212601096168072,0,"{'class': 0, 'x_min': 339, 'y_min': 212, 'x_max': 368, 'y_max': 260}"
train,20181130_022503_0f1a_3B_Visual_6_png_jpg.rf.a7832d4cf8b68416178d9cbf1fd676b9.jpg,2,155.845,0,"{'class': 0, 'x_min': 147, 'y_min': 77, 'x_max': 165, 'y_max': 96}"
train,20181130_022503_0f1a_3B_Visual_6_png_jpg.rf.a7832d4cf8b68416178d9cbf1fd676b9.jpg,3,155.845,0,"{'class': 0, 'x_min': 341, 'y_min': 99, 'x_max': 354, 'y_max': 118}"
train,20181130_022503_0f1a_3B_Visual_6_png_jpg.rf.a7832d4cf8b68416178d9cbf1fd676b9.jpg,4,155.845,0,"{'class': 0, 'x_min': 178, 'y_min': 24, 'x_max': 191, 'y_max': 46}"
train,20181130_022503_0f1a_3B_Visual_6_png_jpg.rf.a7832d4cf8b68416178d9cbf1fd676b9.jpg,5,155.845,0,"{'class': 0, 'x_min': 204, 'y_min': 27, 'x_max': 217, 'y_max': 47}"
train,20181130_022503_0f1a_3B_Visual_6_png_jpg.rf.a7832d4cf8b68416178d9cbf1fd676b9.jpg,6,155.845,0,"{'class': 0, 'x_min': 346, 'y_min': 38, 'x_max': 362, 'y_max': 59}"
train,20181130_022503_0f1a_3B_Visual_6_png_jpg.rf.a7832d4cf8b68416178d9cbf1fd676b9.jpg,7,155.845,0,"{'class': 0, 'x_min': 220, 'y_min': 65, 'x_max': 232, 'y_max': 80}"
train,20181130_022503_0f1a_3B_Visual_6_png_jpg.rf.a7832d4cf8b68416178d9cbf1fd676b9.jpg,8,79.29356070796754,0,"{'class': 0, 'x_min': 174, 'y_min': 181, 'x_max': 191, 'y_max': 201}"
train,20181130_022503_0f1a_3B_Visual_6_png_jpg.rf.a7832d4cf8b68416178d9cbf1fd676b9.jpg,9,,0,"{'class': 0, 'x_min': 274, 'y_min': 62, 'x_max': 281, 'y_max': 70}"
train,20181130_022503_0f1a_3B_Visual_6_png_jpg.rf.a7832d4cf8b68416178d9cbf1fd676b9.jpg,10,155.845,0,"{'class': 0, 'x_min': 281, 'y_min': 48, 'x_max': 300, 'y_max': 64}"
train,20181130_022503_0f1a_3B_Visual_6_png_jpg.rf.a7832d4cf8b68416178d9cbf1fd676b9.jpg,11,155.845,0,"{'class': 0, 'x_min': 459, 'y_min': 395, 'x_max': 475, 'y_max': 411}"
train,20181130_022503_0f1a_3B_Visual_6_png_jpg.rf.a7832d4cf8b68416178d9cbf1fd676b9.jpg,12,155.845,0,"{'class': 0, 'x_min': 199, 'y_min': 314, 'x_max': 213, 'y_max': 329}"
train,20181130_022503_0f1a_3B_Visual_6_png_jpg.rf.a7832d4cf8b68416178d9cbf1fd676b9.jpg,13,,0,"{'class': 0, 'x_min': 432, 'y_min': 337, 'x_max': 442, 'y_max': 347}"
train,20181130_022503_0f1a_3B_Visual_6_png_jpg.rf.a7832d4cf8b68416178d9cbf1fd676b9.jpg,14,155.845,0,"{'class': 0, 'x_min': 323, 'y_min': 91, 'x_max': 336, 'y_max': 111}"
train,20181130_022503_0f1a_3B_Visual_6_png_jpg.rf.a7832d4cf8b68416178d9cbf1fd676b9.jpg,15,155.845,0,"{'class': 0, 'x_min': 398, 'y_min': 62, 'x_max': 409, 'y_max': 81}"
train,20181130_022503_0f1a_3B_Visual_6_png_jpg.rf.a7832d4cf8b68416178d9cbf1fd676b9.jpg,16,155.845,0,"{'class': 0, 'x_min': 459, 'y_min': 232, 'x_max': 482, 'y_max': 243}"
train,20181130_022503_0f1a_3B_Visual_6_png_jpg.rf.a7832d4cf8b68416178d9cbf1fd676b9.jpg,17,155.845,0,"{'class': 0, 'x_min': 281, 'y_min': 265, 'x_max': 295, 'y_max': 277}"
train,20181130_022503_0f1a_3B_Visual_7_png_jpg.rf.c0c559f95c75ab15fc5450454514effb.jpg,0,155.845,0,"{'class': 0, 'x_min': 364, 'y_min': 233, 'x_max': 374, 'y_max': 248}"
train,20181130_022503_0f1a_3B_Visual_7_png_jpg.rf.c0c559f95c75ab15fc5450454514effb.jpg,1,155.845,0,"{'class': 0, 'x_min': 247, 'y_min': 226, 'x_max': 263, 'y_max': 290}"
train,20181130_022503_0f1a_3B_Visual_7_png_jpg.rf.c0c559f95c75ab15fc5450454514effb.jpg,2,155.845,0,"{'class': 0, 'x_min': 288, 'y_min': 310, 'x_max': 300, 'y_max': 324}"
train,20181130_022503_0f1a_3B_Visual_7_png_jpg.rf.c0c559f95c75ab15fc5450454514effb.jpg,3,155.845,0,"{'class': 0, 'x_min': 52, 'y_min': 132, 'x_max': 61, 'y_max': 151}"
train,20181130_022503_0f1a_3B_Visual_7_png_jpg.rf.c0c559f95c75ab15fc5450454514effb.jpg,4,155.845,0,"{'class': 0, 'x_min': 306, 'y_min': 333, 'x_max': 316, 'y_max': 343}"
train,20181130_022503_0f1a_3B_Visual_7_png_jpg.rf.c0c559f95c75ab15fc5450454514effb.jpg,5,155.845,0,"{'class': 0, 'x_min': 315, 'y_min': 321, 'x_max': 325, 'y_max': 332}"
train,20181130_022503_0f1a_3B_Visual_7_png_jpg.rf.c0c559f95c75ab15fc5450454514effb.jpg,6,,0,"{'class': 0, 'x_min': 71, 'y_min': 248, 'x_max': 78, 'y_max': 264}"
train,20181130_022503_0f1a_3B_Visual_7_png_jpg.rf.e2c9c05d387a30a96215e1eb69bcf698.jpg,0,155.845,0,"{'class': 0, 'x_min': 230, 'y_min': 243, 'x_max': 288, 'y_max': 275}"
train,20181130_022503_0f1a_3B_Visual_7_png_jpg.rf.e2c9c05d387a30a96215e1eb69bcf698.jpg,1,155.845,0,"{'class': 0, 'x_min': 270, 'y_min': 139, 'x_max': 283, 'y_max': 152}"
train,20181130_022503_0f1a_3B_Visual_7_png_jpg.rf.e2c9c05d387a30a96215e1eb69bcf698.jpg,2,155.845,0,"{'class': 0, 'x_min': 78, 'y_min': 404, 'x_max': 97, 'y_max': 417}"
train,20181226_023341_1042_3B_Visual_2_png_jpg.rf.316a0dbbbaec4c173c41cd660e1b461b.jpg,0,22.348477262669547,0,"{'class': 0, 'x_min': 209, 'y_min': 235, 'x_max': 302, 'y_max': 274}"
train,20181226_023341_1042_3B_Visual_2_png_jpg.rf.316a0dbbbaec4c173c41cd660e1b461b.jpg,1,,0,"{'class': 0, 'x_min': 183, 'y_min': 413, 'x_max': 195, 'y_max': 423}"
train,20181226_023341_1042_3B_Visual_2_png_jpg.rf.aab338c5a691fcc8826c57b13e2b6936.jpg,0,21.181101543796757,0,"{'class': 0, 'x_min': 232, 'y_min': 211, 'x_max': 280, 'y_max': 300}"
train,20190124_020725_1003_3B_Visual_0_png_jpg.rf.9e637bc6bd819773c7bc5c64b7eff366.jpg,0,36.80035322376736,0,"{'class': 0, 'x_min': 231, 'y_min': 198, 'x_max': 296, 'y_max': 309}"
